StockCode,Description,TotalUnitsSold,TotalRevenue,ProductPopularityScore
72369A,PINK CLEAR GLASS CANDLE PLATE,30,39.92,1197.6000000000001
23193,BUFFALO BILL TREASURE BOOK BOX,1910,4052.279999999999,7739854.799999998
23126,FELTCRAFT GIRL AMELIE KIT,996,5004.689999999998,4984671.239999997
23186,FRENCH STYLE STORAGE JAR CAFE,1970,810.2200000000001,1596133.4000000004
84549,CROCHET WHITE RABBIT KEYRING,38,69.38000000000001,2636.4400000000005
23281,FOLDING BUTTERFLY MIRROR RED,1262,985.8799999999997,1244180.5599999996
20867,?,-271,0.0,-0.0
23292,SPACEBOY CHILDRENS CUP,2030,2532.5700000000015,5141117.100000003
23015,CORDIAL GLASS JUG,28,239.38,6702.639999999999
22162,,-104,0.0,-0.0
21393,,3,0.0,0.0
37423,,-17,0.0,-0.0
21035,SET/2 RED RETROSPOT TEA TOWELS,2403,7999.850000000004,1.922363955000001E7
22759,SET OF 3 NOTEBOOKS IN PARCEL,5421,9004.340000000011,4.881252714000006E7
21708,FOLDING UMBRELLA CREAM POLKADOT,190,863.1100000000002,163990.90000000005
22760,"TRAY, BREAKFAST IN BED",269,3417.1600000000008,919216.0400000002
90214J,"\"LETTER \"\"J\"\" BLING KEY RING\"",71,57.20999999999998,4061.9099999999985
90134,OLD ROSE COMBO BEAD NECKLACE,54,157.50000000000006,8505.000000000004
21064,BOOM BOX SPEAKER BOYS,301,1301.5499999999997,391766.54999999993
21027,NINJA RABBIT PINK,169,190.29,32159.01
90179C,BLACK FINE BEAD NECKLACE W TASSEL,6,35.44,212.64
22211,WOOD STAMP SET FLOWERS,961,1054.4400000000005,1013316.8400000004
16048,TEATIME ROUND PENCIL SHARPENER,1461,205.4199999999999,300118.6199999999
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,1016.4000000000001
35610A,thrown away,-1277,0.0,-0.0
20821,GOLDIE LOOKING MIRROR,5,24.75,123.75
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,2.2
79030D,damages,-664,0.0,-0.0
85118,,-41,0.0,-0.0
21258,,7,0.0,0.0
84989A,,0,0.0,0.0
21033,JUMBO BAG CHARLIE AND LOLA TOYS,1932,4852.020000000011,9374102.640000021
22383,LUNCH BAG SUKI  DESIGN,2216,3785.4600000000028,8388579.360000006
22367,CHILDRENS APRON SPACEBOY DESIGN,3722,7450.079999999992,2.7729197759999968E7
22735,RIBBON REEL SOCKS AND MITTENS,746,1387.4599999999998,1035045.1599999998
21658,GLASS  BEURRE DISH,849,3597.05,3053895.45
37343,POLKADOT MUG PINK,72,123.3,8877.6
22545,MINI JIGSAW BUNNIES,1142,435.67,497535.14
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4,33.81,135.24
90177E,DROP DIAMANTE EARRINGS GREEN,8,23.379999999999995,187.03999999999996
21114,LAVENDER SCENTED FABRIC HEART,1356,1796.83,2436501.48
21226,POCKET MIRROR WOODLAND,94,81.79999999999997,7689.199999999997
22608,PENS ASSORTED FUNKY JEWELED,5240,1120.1499999999992,5869585.999999995
37475,SET/4 COLOURFUL MIXING BOWLS,71,671.9300000000001,47707.030000000006
90160B,RED BOUDICCA LARGE BRACELET,30,209.73000000000002,6291.900000000001
90076,MONTANA DIAMOND CLUSTER EARRINGS,8,21.569999999999997,172.55999999999997
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.80000000000001,2275.2000000000003
90035A,"\"PEARL & SHELL 42\"\"NECKL. GREEN\"",5,53.62,268.09999999999997
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2105,469.07000000000016,987392.3500000003
85194S,HANGING SPRING FLOWER EGG SMALL,1168,470.78,549871.0399999999
90163B,WHITE ROSEBUD & PEARL NECKLACE,7,52.72,369.03999999999996
90182B,AMETHYST 3 BEAD DROP EARRINGS,5,14.5,72.5
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3530,6137.340000000007,2.1664810200000025E7
22178,VICTORIAN GLASS HANGING T-LIGHT,23854,32549.56999999997,7.764374427799993E8
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1635,3332.520000000003,5448670.200000005
20979,36 PENCILS TUBE RED RETROSPOT,3579,4529.980000000002,1.6212798420000007E7
22815,CARD PSYCHEDELIC APPLES,2640,1123.8799999999997,2967043.1999999993
20856,DENIM PATCH PURSE PINK BUTTERFLY,206,340.78999999999985,70202.73999999998
21684,SMALL MEDINA STAMPED METAL BOWL,783,622.3,487260.89999999997
22877,NUMBER TILE COTTAGE GARDEN 9,62,136.16,8441.92
21201,TROPICAL  HONEYCOMB PAPER GARLAND,1239,2985.2700000000004,3698749.5300000007
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2,11.46,22.92
84925F,PSYCHEDELIC WALL THERMOMETER,80,112.47999999999999,8998.4
84251B,"GREETING CARD, STICKY GORDON",233,68.50000000000004,15960.50000000001
90128A,PINK LEAVES AND BEADS PHONE CHARM,3,7.43,22.29
15058B,PINK POLKADOT GARDEN PARASOL,223,1847.9199999999996,412086.1599999999
84660B,BLACK STITCHED WALL CLOCK,709,734.8599999999999,521015.73999999993
21248,DOOR HANGER  MUM + DADS ROOM,204,329.2700000000001,67171.08000000002
22148,EASTER CRAFT 4 CHICKS,1924,3899.900000000007,7503407.600000014
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",4,149.82,599.28
90124A,PINK MURANO TWIST NECKLACE,8,79.66,637.28
23154,SET OF 4 JAM JAR MAGNETS,2671,5780.480000000001,1.5439662080000004E7
23042,PAPER LANTERN 7 POINT SNOW STAR,93,645.0100000000001,59985.93000000001
35968,Found,63,0.0,0.0
22734,,26,0.0,0.0
35972,,-45,0.0,-0.0
16169K,,-25,0.0,-0.0
21929,JUMBO BAG PINK VINTAGE PAISLEY,10785,22794.069999999898,2.458340449499989E8
22637,PIGGY BANK RETROSPOT,2711,6985.179999999993,1.893682297999998E7
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1022,1058.69,1081981.1800000002
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10253,31941.890000000112,3.2750019817000115E8
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3866,5207.950000000002,2.0133934700000007E7
90199C,5 STRAND GLASS NECKLACE CRYSTAL,18,113.94,2050.92
22147,FELTCRAFT BUTTERFLY HEARTS,5353,7523.290000000013,4.0272171370000064E7
90185C,BLACK DIAMANTE EXPANDABLE RING,10,42.089999999999996,420.9
22393,PAPERWEIGHT VINTAGE COLLAGE,508,731.7800000000002,371744.2400000001
90214A,"\"LETTER \"\"A\"\" BLING KEY RING\"",130,111.65999999999997,14515.799999999996
22440,BALLOON WATER BOMB PACK OF 35,6024,2380.9200000000023,1.4342662080000015E7
22985,"WRAP, BILLBOARD FONTS DESIGN",1951,731.4200000000001,1427000.4200000002
21508,VINTAGE KID DOLLY CARD,2478,1041.94,2581927.3200000003
84661B,BLACK SQUARE TABLE CLOCK,115,300.2399999999999,34527.59999999999
85086A,CANDY SPOT HEART DECORATION,146,122.07999999999988,17823.679999999982
16169M,WRAP DAISY CARPET,660,277.2,182952.0
22991,GIRAFFE WOODEN RULER,3175,6422.890000000005,2.0392675750000015E7
90038C,GLASS AND BEADS BRACELET IVORY,9,33.69,303.21
23084,RABBIT NIGHT LIGHT,30680,66756.59000000019,2.0480921812000058E9
16162M,alan hodge cant mamage this section,30,0.0,0.0
23109,PACK OF SIX LED TEA LIGHTS,1670,4809.680000000002,8032165.600000003
90095,,-1,0.0,-0.0
84563A,,-10,0.0,-0.0
21361,,-17,0.0,-0.0
72793,,-3,0.0,-0.0
20975,,-204,0.0,-0.0
22722,,-20,0.0,-0.0
21891,,-21,0.0,-0.0
20666,,-5,0.0,-0.0
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3309,16106.040000000012,5.329488636000004E7
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6605,9012.940000000006,5.953046870000004E7
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,417,897.7400000000002,374357.5800000001
85132A,CHARLIE + LOLA BISCUITS TINS,545,1561.7700000000002,851164.6500000001
84352,SILVER CHRISTMAS TREE BAUBLE STAND,30,509.54999999999995,15286.499999999998
72801C,4 ROSE PINK DINNER CANDLES,145,180.65,26194.25
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,201,418.98,84214.98000000001
85055,FRENCH ENAMEL UTENSIL HOLDER,45,183.71000000000004,8266.95
23194,GYMKHANA TREASURE BOOK BOX,1682,3741.2799999999984,6292832.959999997
23112,PARISIENNE CURIO CABINET,514,4274.730000000001,2197211.2200000007
37340,sold as set on dotcom,-18,0.0,-0.0
21763,,-6,0.0,-0.0
84279B,,191,0.0,0.0
85028S,,23,0.0,0.0
72801G,,47,0.0,0.0
20756,,-70,0.0,-0.0
22136,,-23,0.0,-0.0
40003,,-11,0.0,-0.0
23084,,332,0.0,0.0
21871,SAVE THE PLANET MUG,4769,5940.27,2.8329147630000003E7
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2197,13999.36999999997,3.0756615889999934E7
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1299,683.0099999999998,887229.9899999996
22619,SET OF 6 SOLDIER SKITTLES,2566,9906.290000000005,2.541954014000001E7
22188,BLACK HEART CARD HOLDER,4870,12483.220000000001,6.0793281400000006E7
22810,SET OF 6 T-LIGHTS SNOWMEN,898,2905.580000000001,2609210.840000001
22983,CARD BILLBOARD FONT,5121,2192.8399999999956,1.1229533639999978E7
90209B,GREEN ENAMEL+GLASS HAIR COMB,185,357.7399999999997,66181.89999999995
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,238,449.39000000000004,106954.82
22855,FINE WICKER HEART,2632,3289.230000000002,8657253.360000005
20846,ZINC HEART LATTICE T-LIGHT HOLDER,717,958.5699999999999,687294.69
21161,KEEP OUT BOYS DOOR HANGER,144,231.36999999999995,33317.27999999999
84842,HELLO SAILOR BATHROOM SET,14,52.5,735.0
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,212.48
23223,CHRISTMAS TREE HANGING SILVER,791,741.8899999999999,586834.9899999999
20910,,-1,0.0,-0.0
22627,,-7,0.0,-0.0
21918,,-333,0.0,-0.0
85099B,JUMBO BAG RED RETROSPOT,47363,92356.03000000058,4.374258648890027E9
21895,POTTING SHED SOW 'N' GROW SET,2,12.72,25.44
21143,ANTIQUE GLASS HEART DECORATION,326,705.2799999999999,229921.27999999994
85136C,RED SHARK HELICOPTER,52,421.17999999999995,21901.359999999997
84826,ASSTD DESIGN 3D PAPER STICKERS,13645,340.92999999999995,4651989.85
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4293,5927.800000000002,2.544804540000001E7
85230B,CINNAMON SCENTED VOTIVE CANDLE,1288,333.2,429161.6
21845,DAIRY MAID STRIPE MUG,1855,1645.4500000000012,3052309.7500000023
21555,CERAMIC STRAWBERRY TRINKET TRAY,137,350.47,48014.39000000001
21090,SET/6 COLLAGE PAPER PLATES,2385,1264.1899999999991,3015093.149999998
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,224,419.0099999999999,93858.23999999998
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,3096.7999999999997
22833,HALL CABINET WITH 3 DRAWERS,76,2603.5299999999993,197868.27999999994
21692,SILVER LATTICE VANILLA CANDLE POT,17,63.75,1083.75
21275,ZINC TOP  2 DOOR WOODEN SHELF,8,193.32999999999996,1546.6399999999996
90036D,"\"FLOWER GLASS GARLAND NECKL.36\"\"BLACK\"",12,95.35,1144.1999999999998
22824,3 TIER SWEETHEART GARDEN SHELF,54,1902.300000000001,102724.20000000006
84356,POMPOM CURTAIN,424,2124.15,900639.6000000001
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,665,849.5400000000001,564944.1000000001
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,15.299999999999999,91.8
22259,FELT FARM ANIMAL HEN,481,332.84000000000003,160096.04
85023C,PINK LARGE JEWELED PHOTOFRAME,-1,-2.55,2.55
21368,MIRRORED WALL ART LADIES,164,144.03,23620.920000000002
84231,EASTER BUNNY WITH BASKET ON BACK,108,72.63000000000001,7844.040000000001
23206,LUNCH BAG APPLE DESIGN,12124,20814.82999999997,2.5235899891999963E8
PADS,PADS TO MATCH ALL CUSHIONS,4,0.003,0.012
48189,damaged,-18,0.0,-0.0
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,415.0
22268,DECORATION SITTING BUNNY,1441,342.13,493009.33
23079,TOADSTOOL BEDSIDE LIGHT,2,17.9,35.8
84251F,,-2,0.0,-0.0
21316,,-5,0.0,-0.0
35920,,-4,0.0,-0.0
84906,PINK B'FLY C/COVER W BOBBLES,12,78.17,938.04
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4038,9588.780000000019,3.8719493640000075E7
22755,SMALL PURPLE BABUSHKA NOTEBOOK,1690,1190.5100000000007,2011961.900000001
85135B,Found,53,0.0,0.0
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,24,119.23000000000002,2861.5200000000004
84050,counted,-310,0.0,-0.0
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,1503.36
23215,JINGLE BELL HEART ANTIQUE SILVER,3447,6829.839999999999,2.3542458479999997E7
23360,SET 8 CANDLES VINTAGE DOILY,1065,2079.8500000000026,2215040.250000003
17007B,,-4,0.0,-0.0
DCGS0066P,,-3,0.0,-0.0
85169B,BLACK LOVE BIRD CANDLE,329,356.06,117143.74
22186,RED STAR CARD HOLDER,795,1865.3300000000006,1482937.3500000006
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3199,4586.870000000001,1.4673397130000003E7
22842,BISCUIT TIN VINTAGE RED,571,3695.7599999999998,2110278.96
22135,LADLE LOVE HEART PINK,39,24.980000000000008,974.2200000000003
20752,BLUE POLKADOT WASHING UP GLOVES,412,930.9500000000006,383551.40000000026
22536,MAGIC DRAWING SLATE PURDEY,4624,1757.3899999999996,8126171.3599999985
22507,MEMO BOARD RETROSPOT  DESIGN,2953,14159.399999999994,4.181270819999998E7
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,53847,13587.930000000026,7.316692667100013E8
79163,BLACK CHAMPAGNE GLASS,1519,621.3900000000001,943891.4100000001
21581,SKULLS  DESIGN  COTTON TOTE BAG,240,563.67,135280.8
22216,T-LIGHT HOLDER WHITE LACE,588,512.93,301602.83999999997
22306,SILVER MUG BONE CHINA TREE OF LIFE,1157,1399.8700000000001,1619649.59
90086,CRYSTAL FROG PHONE CHARM,102,77.78999999999999,7934.579999999999
21696,SMALL SILVER TRELLIS CANDLEPOT,218,654.7,142724.6
90033,IVORY SHELL HEART EARRINGS,10,25.070000000000004,250.70000000000005
90214W,"\"LETTER \"\"W\"\" BLING KEY RING\"",16,6.819999999999999,109.11999999999999
22896,PEG BAG APPLE DESIGN,100,210.0,21000.0
35647,VINTAGE BEAD PINK SHADE,13,16.25,211.25
23002,TRAVEL CARD WALLET SKULLS,2017,871.5299999999999,1757876.0099999998
23200,mailout,100,0.0,0.0
23263,SET OF 3 WOODEN HEART DECORATIONS,3846,5125.940000000004,1.9714365240000017E7
23119,PACK OF 6 LARGE FRUIT STRAWS,2247,1380.0000000000011,3100860.0000000023
84809B,damaged,-324,0.0,-0.0
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.3,26388.600000000002
37461,,4,0.0,0.0
84670,,23,0.0,0.0
85110,,-1,0.0,-0.0
85160A,,-21,0.0,-0.0
22073,,-56,0.0,-0.0
22050,,-75,0.0,-0.0
21916,SET 12 RETRO WHITE CHALK STICKS,4576,1963.8299999999992,8986486.079999996
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2057,6332.250000000004,1.3025438250000007E7
22634,CHILDS BREAKFAST SET SPACEBOY,725,6809.300000000003,4936742.500000002
20839,FRENCH PAISLEY CUSHION COVER,575,840.4400000000003,483253.0000000002
20653,CHERRY BLOSSOM LUGGAGE TAG,73,95.17999999999999,6948.139999999999
21361,LOVE LARGE WOOD LETTERS,102,1454.9600000000003,148405.92
22362,GLASS JAR PEACOCK BATH SALTS,381,1232.0900000000004,469426.29000000015
21910,WAY OUT METAL SIGN,36,59.39999999999999,2138.3999999999996
21251,DINOSAUR HEIGHT CHART STICKER SET,182,568.9799999999999,103554.35999999999
21317,GLASS SPHERE CANDLE STAND MEDIUM,111,684.5799999999998,75988.37999999998
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45,171.11000000000004,7699.950000000002
84997A,CHILDRENS CUTLERY POLKADOT GREEN,1715,6814.469999999998,1.1686816049999997E7
84763,Display,-150,0.0,-0.0
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,72.0,5184.0
35958,,12,0.0,0.0
84227,,-1,0.0,-0.0
22968,,28,0.0,0.0
21700,,-110,0.0,-0.0
22633,HAND WARMER UNION JACK,4841,10002.720000000001,4.842316752E7
21844,RED RETROSPOT MUG,1828,5112.039999999999,9344809.12
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1330,3507.170000000008,4664536.100000011
21421,PORCELAIN ROSE LARGE,299,348.43,104180.57
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,10,64.38,643.8
90094,NECKLACE+BRACELET SET FRUIT SALAD,14,35.7,499.80000000000007
84827,ASS DES PHONE SPONGE CRAFT STICKER,511,154.39000000000001,78893.29000000001
84597C,RETRO PINK BALL ASHTRAY,46,57.5,2645.0
22523,CHILDS GARDEN FORK PINK,854,741.4600000000006,633206.8400000005
22322,BIRD DECORATION GREEN POLKADOT,808,737.6099999999998,595988.8799999998
21689,SILVER VANILLA  FLOWER CANDLE POT,95,369.87,35137.65
37467,PIG MUG IN TWO COLOUR DESIGNS,159,130.26999999999998,20712.929999999997
85103,SILVER T-LIGHT SETTING,106,704.14,74638.84
35920,FOUR RABBIT EASTER DECORATIONS,72,104.83999999999999,7548.48
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95,11.95
90018C,SILVER BLACK ORBIT DROP EARRINGS,11,46.15,507.65
37467,,-26,0.0,-0.0
21472,,-140,0.0,-0.0
85018B,,-2,0.0,-0.0
22587,FELTCRAFT HAIRBAND RED AND BLUE,921,833.0699999999996,767257.4699999996
21257,VICTORIAN SEWING BOX MEDIUM,677,6820.970000000002,4617796.690000001
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,81,66.36000000000001,5375.160000000001
84659A,WHITE TRAVEL ALARM CLOCK,279,673.7199999999998,187967.87999999995
21206,STRAWBERRY HONEYCOMB  GARLAND,1288,1607.6199999999992,2070614.559999999
22045,SPACEBOY GIFT WRAP,6477,2652.34,1.717920618E7
21530,DAIRY MAID TOASTRACK,716,721.3800000000005,516508.0800000003
22984,CARD GINGHAM ROSE,2717,1106.1699999999998,3005463.8899999997
21269,ANTIQUE CREAM CUTLERY SHELF,29,254.98000000000002,7394.42
85230G,ORANGE VOTIVE CANDLE,984,243.12,239230.08000000002
84974,S/2 ZINC HEART DESIGN PLANTERS,40,397.99999999999994,15919.999999999998
22990,COTTON APRON PANTRY DESIGN,512,2388.4800000000014,1222901.7600000007
84596f,SMALL MARSHMALLOWS PINK BOWL,16,39.36000000000001,629.7600000000001
84856S,SMALL TAHITI BEACH BAG,3,14.790000000000001,44.370000000000005
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18,73.44
23253,16 PIECE CUTLERY SET PANTRY DESIGN,252,3753.160000000001,945796.3200000003
23132,SMALL IVORY HEART WALL ORGANISER,1030,5196.1,5351983.0
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,3.73,3.73
16043,POP ART PUSH DOWN RUBBER,98,11.759999999999998,1152.4799999999998
22533,,-80,0.0,-0.0
81950B,,-23,0.0,-0.0
85230E,,-178,0.0,-0.0
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2087,2754.4000000000005,5748432.800000001
90129F,RED GLASS TASSLE BAG CHARM,40,88.03,3521.2
22130,PARTY CONE CHRISTMAS DECORATION,2132,2560.1,5458133.2
21137,BLACK RECORD COVER FRAME,11641,40596.96000000001,4.725892113600001E8
21467,CHERRY CROCHET FOOD COVER,262,996.8899999999999,261185.17999999996
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1153,451.59,520683.26999999996
21813,GARLAND WITH STARS AND BELLS,542,2245.8199999999997,1217234.44
72134,COLUMBIAN  CUBE CANDLE,105,58.61999999999999,6155.0999999999985
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,403,249.49,100544.47
85132B,CHARLIE AND LOLA TABLE TINS,529,1156.17,611613.93
15060B,FAIRY CAKE DESIGN UMBRELLA,450,1803.7999999999997,811709.9999999999
20941,FROG CANDLE,62,81.28,5039.36
21947,SET OF 6 HEART CHOPSTICKS,813,1142.1500000000005,928567.9500000004
46776A,WOVEN BUBBLE GUM CUSHION COVER,155,651.9499999999998,101052.24999999997
17038,PORCELAIN BUDAH INCENSE HOLDER,1525,158.05999999999995,241041.4999999999
90070,RUBY GLASS CLUSTER BRACELET,17,104.79000000000002,1781.4300000000003
20818,GOLD TEDDY BEAR,15,42.7,640.5
84711B,PINK OVAL SHAPE TRINKET BOX,20,186.64,3732.7999999999997
90202D,PINK ENAMEL FLOWER HAIR TIE,16,46.760000000000005,748.1600000000001
90157,RIVIERA NECKLACE,10,49.59,495.90000000000003
84988,?,3000,0.0,0.0
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,98.99999999999999,5939.999999999999
23111,PARISIENNE SEWING BOX,288,3556.040000000001,1024139.5200000003
23016,GLASS TWIST BON BON JAR,71,555.3000000000001,39426.3
23031,DOORKNOB CRACKED GLAZE PINK,12,19.799999999999997,237.59999999999997
22959,,25,0.0,0.0
21743,,-80,0.0,-0.0
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1596,1844.6700000000005,2944093.3200000008
22128,PARTY CONES CANDY ASSORTED,1706,2057.53,3510146.18
22927,GREEN GIANT GARDEN THERMOMETER,416,2621.410000000003,1090506.5600000012
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,471,178.55,84097.05
22668,PINK BABY BUNTING,2130,6553.4199999999955,1.395878459999999E7
22761,CHEST 7 DRAWER MA CAMPAGNE,34,851.4799999999999,28950.319999999996
85187,S/12 MINI RABBIT EASTER,337,556.5299999999996,187550.60999999987
79066k,RETRO MOD TRAY,17,27.769999999999996,472.0899999999999
20831,GOLD PHOTO FRAME,216,466.53,100770.48
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.299999999999999,91.8
22040,BOTANICAL ROSE GIFT WRAP,725,304.5,220762.5
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,6.76
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,17.509999999999998,105.05999999999999
90155,RESIN NECKLACE W PASTEL BEADS,9,67.62,608.58
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995,68.85
17028J,INCENSE BAZAAR PEACH,6,2.52,15.120000000000001
23141,TRIPLE WIRE HOOK PINK HEART,79,272.91,21559.890000000003
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,368.0
22968,water damage,-50,0.0,-0.0
79192A,,-9,0.0,-0.0
84387A,,11,0.0,0.0
84874B,,-3,0.0,-0.0
72127,,-53,0.0,-0.0
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,32,5000.0,160000.0
22848,BREAD BIN DINER STYLE PINK,313,5048.949999999996,1580321.3499999987
22802,FAUX FUR CHOCOLATE THROW,88,1494.69,131532.72
22897,OVEN MITT APPLES DESIGN,1310,1955.1000000000001,2561181.0
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,354,1353.3600000000008,479089.4400000003
90151,SILVER/NATURAL SHELL NECKLACE,8,68.0,544.0
22685,FRENCH BLUE METAL DOOR SIGN 0,593,768.2999999999998,455601.8999999999
90214Z,"\"LETTER \"\"Z\"\" BLING KEY RING\"",22,11.84,260.48
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,92,264.46999999999997,24331.239999999998
84660b,BLACK STITCHED WALL CLOCK,2,15.08,30.16
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001,44.550000000000004
90206A,GOLD DIAMANTE STAR BROOCH,12,59.800000000000004,717.6
21402,RED  EGG  SPOON,1369,185.52000000000004,253976.88000000006
15044A,PINK PAPER PARASOL,463,1453.7700000000007,673095.5100000004
21667,GLASS CAKE COVER AND PLATE,0,0.0,0.0
20725,LUNCH BAG RED SPOTTY,200,290.0,58000.0
23181,BULL DOG BOTTLE TOP WALL CLOCK,197,1700.57,335012.29
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,399,186.56,74437.44
79030G,damages,-413,0.0,-0.0
81952B,ROUND BLUE CLOCK WITH SUCKER,200,38.0,7600.0
22155,,-70,0.0,-0.0
22242,,-43,0.0,-0.0
84465,,-6,0.0,-0.0
85189,,-6,0.0,-0.0
21294,,92,0.0,0.0
21730,GLASS STAR FROSTED T-LIGHT HOLDER,504,2450.7800000000007,1235193.1200000003
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2780,6440.690000000011,1.7905118200000033E7
22580,ADVENT CALENDAR GINGHAM SACK,1256,6545.14,8220695.840000001
85231B,CINAMMON SET OF 9 T-LIGHTS,857,768.2299999999996,658373.1099999996
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,29,12.18,353.21999999999997
22097,SWALLOW SQUARE TISSUE BOX,1600,735.669999999999,1177071.9999999984
22478,BIRDHOUSE GARDEN MARKER,1543,2218.1200000000003,3422559.1600000006
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,819,1142.77,935928.63
84915,HAND TOWEL PINK FLOWER AND DAISY,217,372.33,80795.61
22559,SEASIDE FLYING DISC,507,626.53,317650.70999999996
21948,SET OF 6 CAKE CHOPSTICKS,641,979.4800000000005,627846.6800000003
84559a,3D SHEET OF DOG STICKERS,29,48.37999999999999,1403.0199999999998
85130A,BEADED PEARL HEART WHITE LARGE,77,127.04999999999997,9782.849999999997
84795B,SUNSET CHECK HAMMOCK,176,1390.6400000000003,244752.64000000007
84926D,LA PALMIERA TILE COASTER,709,276.53000000000003,196059.77000000002
22647,CERAMIC LOVE HEART MONEY BANK,721,448.78,323570.38
90214O,"\"LETTER \"\"O\"\" BLING KEY RING\"",16,6.819999999999999,109.11999999999999
85141,JARDIN ETCHED GLASS FRUITBOWL,115,595.1900000000002,68446.85000000002
20694,FLORAL PINK MONSTER,43,187.54,8064.219999999999
84462,3 PINK HEN+CHICKS IN BASKET,12,15.0,180.0
22459,?lost,-232,0.0,-0.0
23172,REGENCY TEA PLATE PINK,3769,6206.610000000003,2.339271309000001E7
